Video_Title,Comment_Text,Comment_Date,Like_Count,Language_Label,Sentiment_Score,Sentiment_Label,Nature_Aligned
बिना पानी का चमत्कार ! 24 घंटे में शरीर की कायाकल्प | NDS by BVChauhan,thank you very much sir,2026-02-08T02:12:57Z,1,English,0.3612,Positive,-1
बिना पानी का चमत्कार ! 24 घंटे में शरीर की कायाकल्प | NDS by BVChauhan,शरीर की क्षमता के अनुसार निर्जला उपवास करना चाहिए धीरे धीरे करना है,2026-02-10T13:53:00Z,0,Hindi,0.0,Neutral,-1
बिना पानी का चमत्कार ! 24 घंटे में शरीर की कायाकल्प | NDS by BVChauhan,shakti,2026-02-08T07:32:02Z,0,English,0.0,Neutral,-1
बिना पानी का चमत्कार ! 24 घंटे में शरीर की कायाकल्प | NDS by BVChauhan,धन्यवाद।,2026-02-07T13:38:51Z,1,English,0.0,Neutral,-1
बिना पानी का चमत्कार ! 24 घंटे में शरीर की कायाकल्प | NDS by BVChauhan,thank you so much guruji hamara hosla badhane ke liye pranam,2026-02-07T13:21:57Z,1,English,0.3612,Positive,1
बिना पानी का चमत्कार ! 24 घंटे में शरीर की कायाकल्प | NDS by BVChauhan,,2026-02-08T02:29:02Z,1,English,0.0,Neutral,-1
बिना पानी का चमत्कार ! 24 घंटे में शरीर की कायाकल्प | NDS by BVChauhan,,2026-02-07T13:20:21Z,1,English,0.0,Neutral,-1
बिना पानी का चमत्कार ! 24 घंटे में शरीर की कायाकल्प | NDS by BVChauhan,maito dry fasting karte rahata hu,2026-02-17T10:27:33Z,0,English,0.0,Neutral,-1
बिना पानी का चमत्कार ! 24 घंटे में शरीर की कायाकल्प | NDS by BVChauhan,,2026-02-07T19:05:36Z,1,English,0.0,Neutral,-1
बिना पानी का चमत्कार ! 24 घंटे में शरीर की कायाकल्प | NDS by BVChauhan,thank you sir,2026-02-07T13:03:22Z,1,English,0.3612,Positive,-1
बिना पानी का चमत्कार ! 24 घंटे में शरीर की कायाकल्प | NDS by BVChauhan,विवेक से कोई काम करना चाहिए।,2026-02-10T00:54:37Z,0,Hindi,0.0,Neutral,-1
बिना पानी का चमत्कार ! 24 घंटे में शरीर की कायाकल्प | NDS by BVChauhan,faltuke bate he aisa karogi to diabetes me marjaoge meneto uska diet followed karke bhayankar gas banke 7days hospitalized bona pada,2026-02-14T07:29:10Z,0,English,0.0,Neutral,-1
बिना पानी का चमत्कार ! 24 घंटे में शरीर की कायाकल्प | NDS by BVChauhan,dr rajive dixit kahte hain nirjala upwas khatarnaak hota h islye pani padni chahye,2026-02-08T08:31:38Z,0,English,0.0,Neutral,-1
बिना पानी का चमत्कार ! 24 घंटे में शरीर की कायाकल्प | NDS by BVChauhan,क्या biabetic लोग निर्जला उपवास कर सकते हैं शुगर लो तो नहीं होगी,2026-02-08T17:23:08Z,0,Hindi,0.0,Neutral,-1
बिना पानी का चमत्कार ! 24 घंटे में शरीर की कायाकल्प | NDS by BVChauhan,शरीर बचपन से भूखा है। बचपन से ठीक से खाना मिलाही नहीं। पहले ३ ६ महीने शरीर को ठीकसे खिलाए। शरीर असुरक्षित महसूस कर रहा हैं। क्या खिलाए एवरेज हर दिन 500 ग्राम पनीर मटन चिकन मछली या 6 8 अंडे खाएं जिसे लगभग 200 ग्राम घी और या मक्खन के साथ पाचक मसालों का उपयोग करके हल्का पका लिया गया हो। अगर आपको जल्दी भूख लगती है तो अगली बार केवल घी या मक्खन की मात्रा बढ़ा दें। अगर देर तक भुख ना लगे तो बटर या घी की मात्रा अगले खाने में कम करे। सुबह शांत और तरोताजा महसूस करना ही फैट लॉस का एकमात्र लक्षण है।,2026-02-12T18:16:13Z,0,Hindi,0.0,Neutral,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,thank you sir,2026-02-05T17:41:59Z,0,English,0.3612,Positive,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,nice sir ji,2026-02-13T13:08:20Z,0,English,0.4215,Positive,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,गुरुदेव को प्रणाम,2026-02-05T14:10:31Z,0,English,0.0,Neutral,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,jay swaminarayan sir,2026-02-05T05:31:20Z,0,English,0.0,Neutral,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,wish to call you typhoid series issues with liver disease issues pain issues,2026-02-07T07:24:24Z,0,English,-0.1531,Negative,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,bahut acha ji,2026-02-04T08:34:05Z,0,English,0.0,Neutral,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,guru ji parnaaam ji thanks ji good knowledge ji,2026-02-04T04:49:55Z,1,English,0.7003,Positive,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,nice love nds,2026-02-04T00:35:27Z,0,English,0.7906,Positive,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,dhanyawad girija,2026-02-04T04:14:57Z,0,English,0.0,Neutral,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,god bless you,2026-02-03T15:59:11Z,0,English,0.5994,Positive,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,धन्यवाद साहेब,2026-02-04T00:57:19Z,0,English,0.0,Neutral,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,good,2026-02-04T01:57:19Z,0,English,0.4404,Positive,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,good information thanks sir,2026-02-03T16:24:30Z,0,English,0.7003,Positive,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,,2026-02-03T20:12:03Z,0,English,0.0,Neutral,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,nice information,2026-02-03T14:11:38Z,0,English,0.4215,Positive,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,,2026-02-04T04:52:40Z,0,English,0.0,Neutral,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,,2026-02-04T02:01:04Z,0,English,0.0,Neutral,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,eating raw food can cause kidney stones because of the oxalates present in them slightly boiling vegetable removes oxalates,2026-02-04T06:24:28Z,1,English,0.0,Neutral,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,apni shakal dedhi nahi dusre ko bta a rahe,2026-02-03T17:29:31Z,0,English,0.0,Neutral,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,सब ज्ञान देने मै लगे है,2026-02-05T09:45:37Z,0,Hindi,0.0,Neutral,-1
सलाद खाते समय 4 गलतियाँ | NDS by BVChauhan,apke diet me abosorbable protien kaha hai dusre desh k insan bade hote or ap ded futya koi bhi war attack hoga to bachabni paoge extreme mat diet jo balance practical diet hai wo btao jo pura desh man sakte h,2026-02-04T08:13:27Z,0,English,-0.7906,Negative,-1
90% लोग गलत सोते हैं | गहरी नींद आयेगी बस ये तरीका अपनाओ | Deep Sleep Science | NDS by BVChauhan,गुरुदेव के चरणों में कोटि कोटि प्रणाम,2026-02-01T01:34:23Z,1,Hindi,0.0,Neutral,-1
90% लोग गलत सोते हैं | गहरी नींद आयेगी बस ये तरीका अपनाओ | Deep Sleep Science | NDS by BVChauhan,om shanti,2026-02-02T05:41:29Z,0,English,0.0,Neutral,-1
90% लोग गलत सोते हैं | गहरी नींद आयेगी बस ये तरीका अपनाओ | Deep Sleep Science | NDS by BVChauhan,नमस्ते गुरूजी,2026-02-11T01:50:17Z,0,Hindi,0.0,Neutral,-1
90% लोग गलत सोते हैं | गहरी नींद आयेगी बस ये तरीका अपनाओ | Deep Sleep Science | NDS by BVChauhan,abhaar aapka,2026-02-13T15:37:06Z,0,English,0.0,Neutral,-1
90% लोग गलत सोते हैं | गहरी नींद आयेगी बस ये तरीका अपनाओ | Deep Sleep Science | NDS by BVChauhan,thank you sir,2026-02-01T16:07:32Z,0,English,0.3612,Positive,-1
90% लोग गलत सोते हैं | गहरी नींद आयेगी बस ये तरीका अपनाओ | Deep Sleep Science | NDS by BVChauhan,thank you saheb,2026-01-31T17:01:59Z,0,English,0.3612,Positive,-1
90% लोग गलत सोते हैं | गहरी नींद आयेगी बस ये तरीका अपनाओ | Deep Sleep Science | NDS by BVChauhan,,2026-01-31T18:11:11Z,0,English,0.0,Neutral,-1
90% लोग गलत सोते हैं | गहरी नींद आयेगी बस ये तरीका अपनाओ | Deep Sleep Science | NDS by BVChauhan,,2026-02-01T23:44:31Z,0,English,0.0,Neutral,-1
90% लोग गलत सोते हैं | गहरी नींद आयेगी बस ये तरीका अपनाओ | Deep Sleep Science | NDS by BVChauhan,नींद कम करने का तरीका बताओ निन्द्रा योग मे सो जाता हूं,2026-02-02T08:32:00Z,0,Hindi,0.0,Neutral,-1
90% लोग गलत सोते हैं | गहरी नींद आयेगी बस ये तरीका अपनाओ | Deep Sleep Science | NDS by BVChauhan,,2026-01-31T13:06:04Z,0,English,0.0,Neutral,-1
दूध पीना अमृत या ज़हर ? 21 दिन में शरीर का कायापलट | NDS by BVChauhan,,2026-01-30T07:02:47Z,1,English,0.0,Neutral,-1
दूध पीना अमृत या ज़हर ? 21 दिन में शरीर का कायापलट | NDS by BVChauhan,jai ho guru ji chouhan sahab ki,2026-01-28T20:48:04Z,0,English,0.0,Neutral,-1
दूध पीना अमृत या ज़हर ? 21 दिन में शरीर का कायापलट | NDS by BVChauhan,धन्यवाद साहेब,2026-01-30T06:33:05Z,0,English,0.0,Neutral,-1
दूध पीना अमृत या ज़हर ? 21 दिन में शरीर का कायापलट | NDS by BVChauhan,सरजी बहोत अच्छा आपने समझाया आप ग्रेट होसर,2026-01-28T22:14:08Z,0,English,0.0,Neutral,-1
दूध पीना अमृत या ज़हर ? 21 दिन में शरीर का कायापलट | NDS by BVChauhan,pranam,2026-01-28T13:59:58Z,1,English,0.0,Neutral,1
दूध पीना अमृत या ज़हर ? 21 दिन में शरीर का कायापलट | NDS by BVChauhan,thank you sir,2026-01-29T16:38:42Z,0,English,0.3612,Positive,-1
दूध पीना अमृत या ज़हर ? 21 दिन में शरीर का कायापलट | NDS by BVChauhan,nice,2026-01-29T03:59:03Z,0,English,0.4215,Positive,-1
दूध पीना अमृत या ज़हर ? 21 दिन में शरीर का कायापलट | NDS by BVChauhan,nice information,2026-01-28T16:46:11Z,0,English,0.4215,Positive,-1
दूध पीना अमृत या ज़हर ? 21 दिन में शरीर का कायापलट | NDS by BVChauhan,guru ji parnaaam ji thanks ji good knowledge ji,2026-01-28T19:45:22Z,0,English,0.7003,Positive,-1
दूध पीना अमृत या ज़हर ? 21 दिन में शरीर का कायापलट | NDS by BVChauhan,बहुत बहुत धन्यवाद गुरु जी,2026-01-29T04:22:21Z,0,Hindi,0.0,Neutral,-1
दूध पीना अमृत या ज़हर ? 21 दिन में शरीर का कायापलट | NDS by BVChauhan,,2026-01-28T19:54:23Z,0,English,0.0,Neutral,-1
दूध पीना अमृत या ज़हर ? 21 दिन में शरीर का कायापलट | NDS by BVChauhan,,2026-01-28T19:52:06Z,0,English,0.0,Neutral,-1
दूध पीना अमृत या ज़हर ? 21 दिन में शरीर का कायापलट | NDS by BVChauhan,myhum nds apanate hai dudh ya dudh se bani koi bhi padarth nahi lete hain hume dudh se bani chize dhimi jahar nahin pure jahar lagta hai koi chaye dudh ka pita hai uska khusbu se bhi nafrat lagta hai bachpan me humare ghar mein naukar chakkar kam karte the so khubsurat ache nasal ke deshi gaye bail bahut bade bade rahte the dudh bharmar hota tha ush samay hamare gaon mein koi bhi dudh ki chai nahin pite the sab lal chaye pite the adrak kali mirch tejpata ya ek ped hota tha chhota sa annapurna basmati rambha pandav pulaw biriani pata dalkar chaye banakar pite the dudh se lal bhura colour ke pannir banate the dahi makhan nikalte the dahi ko ek din rakh dete the basi hone per ushe matha banate the jise ghol dahi bhi bolte the ushe khate the dudh padhkar koi dahi nahin banate the jaise aajkal banate hai paratha koi nahin khata tha ushe bimari koso dur rahta tha tomato aur puaj lahsun sirf salad ke rup me lete the puri gaon me aajkal koi sunta bhi nahi hai sabh ek dusre ko dekhkar nakal utarte hai bimar padne se siddha doctor ke pass jate hain kuchh bolne se jawab milta kya aap doctor hain yeh ab hindusthan ki aaj ki kahani bimar kyon nahin honge,2026-01-29T04:21:04Z,0,English,-0.7414,Negative,-1
दूध पीना अमृत या ज़हर ? 21 दिन में शरीर का कायापलट | NDS by BVChauhan,सर जी सिकेडी किडनी पेशंट केला नरियल पाणी और आलु बटा टा रवा सकते है क्या डॉ बोलते है पो टॉशियम बढता है हॉर्ट के लिए खतरा हे प्लीज बताये सरजी,2026-01-29T02:37:52Z,1,Hindi,0.0,Neutral,-1
आपके बाल भी तेज़ी से झड़ रहे हैं ? तो ये वीडियो आपके लिए | Hairfall Treatment | NDS by BVChauhan,बहुत लोगों के जवाब दे दिए आपने बहुत धन्यवाद,2026-01-23T14:08:35Z,3,Hindi,0.0,Neutral,-1
आपके बाल भी तेज़ी से झड़ रहे हैं ? तो ये वीडियो आपके लिए | Hairfall Treatment | NDS by BVChauhan,गुरुजी प्रणाम बहुत ही अच्छी जानकारी दी है।,2026-01-23T14:08:00Z,3,Hindi,0.0,Neutral,-1
आपके बाल भी तेज़ी से झड़ रहे हैं ? तो ये वीडियो आपके लिए | Hairfall Treatment | NDS by BVChauhan,sabhi ke bhalai karne ke liea aap ko bhi koti koti pranam,2026-01-24T03:11:45Z,0,English,0.0,Neutral,1
आपके बाल भी तेज़ी से झड़ रहे हैं ? तो ये वीडियो आपके लिए | Hairfall Treatment | NDS by BVChauhan,bahut acha ji,2026-01-24T15:53:22Z,0,English,0.0,Neutral,-1
आपके बाल भी तेज़ी से झड़ रहे हैं ? तो ये वीडियो आपके लिए | Hairfall Treatment | NDS by BVChauhan,thanks may god bless you also,2026-01-24T15:14:59Z,0,English,0.7783,Positive,-1
आपके बाल भी तेज़ी से झड़ रहे हैं ? तो ये वीडियो आपके लिए | Hairfall Treatment | NDS by BVChauhan,awesome,2026-01-23T19:17:16Z,0,English,0.6249,Positive,-1
आपके बाल भी तेज़ी से झड़ रहे हैं ? तो ये वीडियो आपके लिए | Hairfall Treatment | NDS by BVChauhan,hair,2026-01-28T17:03:15Z,0,English,0.0,Neutral,-1
आपके बाल भी तेज़ी से झड़ रहे हैं ? तो ये वीडियो आपके लिए | Hairfall Treatment | NDS by BVChauhan,,2026-01-23T15:30:13Z,0,English,0.0,Neutral,-1
आपके बाल भी तेज़ी से झड़ रहे हैं ? तो ये वीडियो आपके लिए | Hairfall Treatment | NDS by BVChauhan,,2026-01-24T02:14:01Z,0,English,0.0,Neutral,-1
आपके बाल भी तेज़ी से झड़ रहे हैं ? तो ये वीडियो आपके लिए | Hairfall Treatment | NDS by BVChauhan,,2026-01-26T18:54:35Z,0,English,0.0,Neutral,-1
आपके बाल भी तेज़ी से झड़ रहे हैं ? तो ये वीडियो आपके लिए | Hairfall Treatment | NDS by BVChauhan,siri koi neutrophil family kisiko paying guest rakhe aisa hai please share karo,2026-02-02T09:45:36Z,0,English,0.5423,Positive,-1
आपके बाल भी तेज़ी से झड़ रहे हैं ? तो ये वीडियो आपके लिए | Hairfall Treatment | NDS by BVChauhan,aj insaan itna janvar ho gaya hai ki sudh hava kaha se mile gi jungle kar rahe hai pahad kat rahe sarkar prakriti ka naas karva rahi hai kaise mile sudh hava sudh jalvayu sab predushit kar diya insaan ne hme sudharna hoga jansankhya kam karni hogi sabse badi samasya hai jansankhya,2026-02-05T10:12:34Z,0,English,0.0,Neutral,-1
आपके बाल भी तेज़ी से झड़ रहे हैं ? तो ये वीडियो आपके लिए | Hairfall Treatment | NDS by BVChauhan,prakriti ka hmne bohot naas kar rakha hai insaan bohot bad ajanvar ban chuka hai aj claimedchange ki vajah se jal vayu sa dushit ho gyi hai iska karan jungle katna pahad katna jansankhya ki bredhi aur sarkar ki ki sajish jungle katna aur pahad katna duniya me jaher bhar diya hai kaise sudh mile hava pani khana batao hme jagna hoga hme bodh chahiye atmagyan chahiye fir sab thik ho sakta hai varna nhi jago bharat,2026-02-05T10:16:39Z,0,English,-0.7964,Negative,-1
आपके बाल भी तेज़ी से झड़ रहे हैं ? तो ये वीडियो आपके लिए | Hairfall Treatment | NDS by BVChauhan,sir ibs keisa thik karen,2026-01-25T09:44:22Z,0,English,0.0,Neutral,-1
आपके बाल भी तेज़ी से झड़ रहे हैं ? तो ये वीडियो आपके लिए | Hairfall Treatment | NDS by BVChauhan,मेरा तो 3 महीने का रसाहार में पूरे बाल गिर गए थे मैं भी तेल शैंपू कुछ अभी नहीं डालता हूं फिर भी 18 साल से मेरे बाल एकदम गाने हैं और गिरना बंद हो गए हैं और मेरे पिताजी का और मेरा दोनों का बाल नीचे की ओर से सिर में काला आ रहा है मैंने चौहान सर के शरीर में भी देखा है कि ब्रेस्ट तक पूरे बाल काले aa गए हैं मेरा भी डैंड्रफ का प्रॉब्लम था गिरने का प्रॉब्लम था वह 18 साल से खत्म हो गया है,2026-01-23T23:56:06Z,0,Hindi,0.0,Neutral,-1
आपके बाल भी तेज़ी से झड़ रहे हैं ? तो ये वीडियो आपके लिए | Hairfall Treatment | NDS by BVChauhan,how to do sanjivani kriya enema during winters,2026-01-28T06:30:01Z,0,English,0.0,Neutral,-1
आपके बाल भी तेज़ी से झड़ रहे हैं ? तो ये वीडियो आपके लिए | Hairfall Treatment | NDS by BVChauhan,बदरी नारायण सेवाग्राम मेरठ आश्रम से प्राप्त जानकारी को आंशिक रूप से ही सही लेकिन आगे बढ़ाने के लिए आभार सद्गुरु के वैज्ञानिक कार्य के प्रति इसी प्रकार निष्ठा और समर्पण से कार्य करते रहें ।धन्यवाद।,2026-01-27T08:07:55Z,0,Hindi,0.0,Neutral,-1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,समझ आया गुरुजी धन्यवाद,2026-01-29T16:01:45Z,0,English,0.0,Neutral,-1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,gurudev pranam,2026-01-17T12:52:49Z,4,English,0.0,Neutral,1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,nice information,2026-01-25T04:07:07Z,0,English,0.4215,Positive,-1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,accha sujhao guruji,2026-01-26T07:45:43Z,0,English,0.0,Neutral,-1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,thank you sir ji,2026-01-19T16:35:40Z,1,English,0.3612,Positive,-1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,,2026-01-17T18:37:32Z,1,English,0.0,Neutral,-1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,namaskar good morning a very informative information,2026-01-20T07:45:11Z,0,English,0.4404,Positive,-1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,आपने सही कहा हरा खेल दीमाक का है,2026-01-20T16:20:40Z,0,Hindi,0.0,Neutral,-1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,pranam guruji,2026-01-18T04:49:35Z,1,English,0.0,Neutral,1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,,2026-01-21T15:39:27Z,0,English,0.0,Neutral,-1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,,2026-01-22T06:22:14Z,0,English,0.0,Neutral,-1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,पीना कैसे हैं ये बताए,2026-01-29T18:25:17Z,0,Hindi,0.0,Neutral,-1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,apne pani kaise piye aur kab piye ye to bataya hi nhi rasta bhatk gaye बाबूजी आप,2026-01-21T19:06:20Z,1,English,0.0,Neutral,-1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,sir eye dryness ko thik kaise kare,2026-01-28T06:38:52Z,0,English,0.0,Neutral,-1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,aapki kaya aisey hi palti kya,2026-01-21T09:17:13Z,0,English,0.0,Neutral,-1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,bhukh lagne par kya khaye,2026-01-20T16:22:43Z,1,English,0.0,Neutral,-1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,faltu ke videos mat banaye,2026-02-01T12:19:33Z,0,English,0.0,Neutral,-1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,pagal hain kya bhagwan ander thodi na baithe hain,2026-01-26T05:13:13Z,0,English,0.0,Neutral,-1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,kiya dray fasting se kidney kharab hoti hai,2026-01-18T21:53:47Z,2,English,0.0,Neutral,-1
पानी पीने का सही तरीका :15 दिन में शरीर का कायाकल्प ! How to Drink Water Properly | NDS by BVChauhan,sardi jukam ho jata hai kya le khane mein aur kya karen,2026-01-18T07:41:48Z,1,English,0.0,Neutral,-1
